,Country,Year,Value,Resource,Metric,Price
28086,Kuwait,2022,0.002117508,Coal,Consumption,384.1697333
28087,Oman,2022,0.005067957,Coal,Consumption,384.1697333
28088,Qatar,2022,0.000413921,Coal,Consumption,384.1697333
28089,Saudi Arabia,2022,0.004503026,Coal,Consumption,384.1697333
28090,United Arab Emirates,2022,0.100415312,Coal,Consumption,384.1697333
28091,Other Middle East,2022,0.025015042,Coal,Consumption,384.1697333
28092,Total Middle East,2022,0.374922255,Coal,Consumption,384.1697333
28093,Algeria,2022,0.007829316,Coal,Consumption,384.1697333
28094,Egypt,2022,0.044077039,Coal,Consumption,384.1697333
28095,Morocco,2022,0.310902923,Coal,Consumption,384.1697333
28096,South Africa,2022,3.37874198,Coal,Consumption,384.1697333
28097,Eastern Africa,2022,0.249282029,Coal,Consumption,384.1697333
28098,Middle Africa,2022,0.017362707,Coal,Consumption,384.1697333
28099,Western Africa,2022,0.077327413,Coal,Consumption,384.1697333
28100,Other Northern Africa,2022,6.58E-05,Coal,Consumption,384.1697333
28101,Other Southern Africa,2022,0.057754791,Coal,Consumption,384.1697333
28102,Total Africa,2022,4.143343982,Coal,Consumption,384.1697333
28103,Australia,2022,1.542082191,Coal,Consumption,384.1697333
28104,Bangladesh,2022,0.199427858,Coal,Consumption,384.1697333
28105,China,2022,87.83200836,Coal,Consumption,384.1697333
28106,China Hong Kong SAR,2022,0.150356993,Coal,Consumption,384.1697333
28107,India,2022,20.02080345,Coal,Consumption,384.1697333
28108,Indonesia,2022,4.3794384,Coal,Consumption,384.1697333
28109,Japan,2022,4.915889263,Coal,Consumption,384.1697333
28110,Malaysia,2022,0.989725173,Coal,Consumption,384.1697333
28111,New Zealand,2022,0.045886721,Coal,Consumption,384.1697333
28112,Pakistan,2022,0.543501854,Coal,Consumption,384.1697333
28113,Philippines,2022,0.798644662,Coal,Consumption,384.1697333
28114,Singapore,2022,0.01736266,Coal,Consumption,384.1697333
28115,South Korea,2022,3.14570117,Coal,Consumption,384.1697333
28116,Sri Lanka,2022,0.066038109,Coal,Consumption,384.1697333
28117,Taiwan,2022,1.581393003,Coal,Consumption,384.1697333
28118,Thailand,2022,0.711644351,Coal,Consumption,384.1697333
28119,Vietnam,2022,1.930646062,Coal,Consumption,384.1697333
28120,Other Asia Pacific,2022,1.149318146,Coal,Consumption,384.1697333
28121,Total Asia Pacific,2022,130.0198684,Coal,Consumption,384.1697333
28122,Total World,2022,161.7369441,Coal,Consumption,384.1697333
28123,of which: OECD,2022,29.23535588,Coal,Consumption,384.1697333
28124,                 Non-OECD,2022,132.5015882,Coal,Consumption,384.1697333
28125,                 European Union #,2022,6.885393379,Coal,Consumption,384.1697333
28126,Canada,2023,0.370680988,Coal,Consumption,188.1525839
28127,Mexico,2023,0.278299004,Coal,Consumption,188.1525839
28128,US,2023,8.190751076,Coal,Consumption,188.1525839
28129,Total North America,2023,8.839731067,Coal,Consumption,188.1525839
28130,Argentina,2023,0.047893658,Coal,Consumption,188.1525839
28131,Brazil,2023,0.573367655,Coal,Consumption,188.1525839
28132,Chile,2023,0.140873447,Coal,Consumption,188.1525839
28133,Colombia,2023,0.195444152,Coal,Consumption,188.1525839
28134,Ecuador,2023,0.001094446,Coal,Consumption,188.1525839
28135,Peru,2023,0.028181842,Coal,Consumption,188.1525839
28136,Trinidad & Tobago,2023,0,Coal,Consumption,188.1525839
28137,Venezuela,2023,0.008290991,Coal,Consumption,188.1525839
28138,Central America,2023,0.055632843,Coal,Consumption,188.1525839
28139,Other Caribbean,2023,0.122615609,Coal,Consumption,188.1525839
28140,Other South America,2023,0.000399926,Coal,Consumption,188.1525839
28141,Total S. & Cent. America,2023,1.173794569,Coal,Consumption,188.1525839
28142,Austria,2023,0.100600265,Coal,Consumption,188.1525839
28143,Belgium,2023,0.100007832,Coal,Consumption,188.1525839
28144,Bulgaria,2023,0.154603705,Coal,Consumption,188.1525839
28145,Croatia,2023,0.01447046,Coal,Consumption,188.1525839
28146,Cyprus,2023,0.00114689,Coal,Consumption,188.1525839
28147,Czech Republic,2023,0.450373083,Coal,Consumption,188.1525839
28148,Denmark,2023,0.027929559,Coal,Consumption,188.1525839
28149,Estonia,2023,0.105346546,Coal,Consumption,188.1525839
28150,Finland,2023,0.09022256,Coal,Consumption,188.1525839
28151,France,2023,0.177166581,Coal,Consumption,188.1525839
28152,Germany,2023,1.754721761,Coal,Consumption,188.1525839
28153,Greece,2023,0.051387191,Coal,Consumption,188.1525839
28154,Hungary,2023,0.037821878,Coal,Consumption,188.1525839
28155,Iceland,2023,0.003486513,Coal,Consumption,188.1525839
28156,Ireland,2023,0.023683971,Coal,Consumption,188.1525839
28157,Italy,2023,0.19297041,Coal,Consumption,188.1525839
28158,Latvia,2023,0.000628,Coal,Consumption,188.1525839
28159,Lithuania,2023,0.004961358,Coal,Consumption,188.1525839
28160,Luxembourg,2023,0.000953711,Coal,Consumption,188.1525839
28161,Netherlands,2023,0.158199996,Coal,Consumption,188.1525839
28162,North Macedonia,2023,0.034043908,Coal,Consumption,188.1525839
28163,Norway,2023,0.030471697,Coal,Consumption,188.1525839
28164,Poland,2023,1.480502009,Coal,Consumption,188.1525839
28165,Portugal,2023,0.00020934,Coal,Consumption,188.1525839
28166,Romania,2023,0.110653564,Coal,Consumption,188.1525839
28167,Slovakia,2023,0.098642513,Coal,Consumption,188.1525839
28168,Slovenia,2023,0.029978326,Coal,Consumption,188.1525839
28169,Spain,2023,0.109481342,Coal,Consumption,188.1525839
28170,Sweden,2023,0.067128219,Coal,Consumption,188.1525839
28171,Switzerland,2023,0.00306,Coal,Consumption,188.1525839
28172,Turkey,2023,1.675798178,Coal,Consumption,188.1525839
28173,Ukraine,2023,0.387240678,Coal,Consumption,188.1525839
28174,United Kingdom,2023,0.183722794,Coal,Consumption,188.1525839
28175,Other Europe,2023,0.515609243,Coal,Consumption,188.1525839
28176,Total Europe,2023,8.17722408,Coal,Consumption,188.1525839
28177,Azerbaijan,2023,2.80E-06,Coal,Consumption,188.1525839
28178,Belarus,2023,0.040529866,Coal,Consumption,188.1525839
28179,Kazakhstan,2023,1.524665117,Coal,Consumption,188.1525839
28180,Russian Federation,2023,3.816308022,Coal,Consumption,188.1525839
28181,Turkmenistan,2023,0,Coal,Consumption,188.1525839
28182,Uzbekistan,2023,0.162590817,Coal,Consumption,188.1525839
28183,Other CIS,2023,0.080639035,Coal,Consumption,188.1525839
28184,Total CIS,2023,5.624735656,Coal,Consumption,188.1525839
28185,Iran,2023,0.065025337,Coal,Consumption,188.1525839
28186,Iraq,2023,0,Coal,Consumption,188.1525839
28187,Israel,2023,0.126633957,Coal,Consumption,188.1525839
28188,Kuwait,2023,0.003903019,Coal,Consumption,188.1525839
28189,Oman,2023,0.003766122,Coal,Consumption,188.1525839
28190,Qatar,2023,0.00047232,Coal,Consumption,188.1525839
28191,Saudi Arabia,2023,0.005574297,Coal,Consumption,188.1525839
28192,United Arab Emirates,2023,0.102262266,Coal,Consumption,188.1525839
28193,Other Middle East,2023,0.042068482,Coal,Consumption,188.1525839
28194,Total Middle East,2023,0.3497058,Coal,Consumption,188.1525839
28195,Algeria,2023,0.007578108,Coal,Consumption,188.1525839
28196,Egypt,2023,0.04905691,Coal,Consumption,188.1525839
28197,Morocco,2023,0.29162693,Coal,Consumption,188.1525839
28198,South Africa,2023,3.441054106,Coal,Consumption,188.1525839
28199,Eastern Africa,2023,0.288225481,Coal,Consumption,188.1525839
28200,Middle Africa,2023,0.023000417,Coal,Consumption,188.1525839
28201,Western Africa,2023,0.089921408,Coal,Consumption,188.1525839
28202,Other Northern Africa,2023,4.98E-05,Coal,Consumption,188.1525839
28203,Other Southern Africa,2023,0.055388158,Coal,Consumption,188.1525839
28204,Total Africa,2023,4.245901301,Coal,Consumption,188.1525839
28205,Australia,2023,1.506026745,Coal,Consumption,188.1525839
28206,Bangladesh,2023,0.294378698,Coal,Consumption,188.1525839
28207,China,2023,90.65235138,Coal,Consumption,188.1525839
28208,China Hong Kong SAR,2023,0.146899,Coal,Consumption,188.1525839
28209,India,2023,22.09400558,Coal,Consumption,188.1525839
28210,Indonesia,2023,4.319662571,Coal,Consumption,188.1525839
28211,Japan,2023,4.536397934,Coal,Consumption,188.1525839
28212,Malaysia,2023,1.026956201,Coal,Consumption,188.1525839
28213,New Zealand,2023,0.04100265,Coal,Consumption,188.1525839
28214,Pakistan,2023,0.466381639,Coal,Consumption,188.1525839
28215,Philippines,2023,0.891482651,Coal,Consumption,188.1525839
28216,Singapore,2023,0.014082735,Coal,Consumption,188.1525839
28217,South Korea,2023,3.041975498,Coal,Consumption,188.1525839
28218,Sri Lanka,2023,0.059299003,Coal,Consumption,188.1525839
28219,Taiwan,2023,1.489952445,Coal,Consumption,188.1525839
28220,Thailand,2023,0.60497272,Coal,Consumption,188.1525839
28221,Vietnam,2023,2.277744293,Coal,Consumption,188.1525839
28222,Other Asia Pacific,2023,1.274048105,Coal,Consumption,188.1525839
28223,Total Asia Pacific,2023,134.7376199,Coal,Consumption,188.1525839
28224,Total World,2023,163.1487123,Coal,Consumption,188.1525839
28225,of which: OECD,2023,25.38755074,Coal,Consumption,188.1525839
28226,                 Non-OECD,2023,137.7611616,Coal,Consumption,188.1525839
28227,                 European Union #,2023,5.343791069,Coal,Consumption,188.1525839
28228,Canada,2024,0.29211399,Coal,Consumption,143.5513818
28229,Mexico,2024,0.28235963,Coal,Consumption,143.5513818
28230,US,2024,7.904257298,Coal,Consumption,143.5513818
28231,Total North America,2024,8.478730917,Coal,Consumption,143.5513818
28232,Argentina,2024,0.035828538,Coal,Consumption,143.5513818
28233,Brazil,2024,0.53210485,Coal,Consumption,143.5513818
28234,Chile,2024,0.130586505,Coal,Consumption,143.5513818
28235,Colombia,2024,0.221728057,Coal,Consumption,143.5513818
28236,Ecuador,2024,0.000355405,Coal,Consumption,143.5513818
28237,Peru,2024,0.025424045,Coal,Consumption,143.5513818
28238,Trinidad & Tobago,2024,0,Coal,Consumption,143.5513818
28239,Venezuela,2024,0.009067137,Coal,Consumption,143.5513818
28240,Central America,2024,0.03974025,Coal,Consumption,143.5513818
28241,Other Caribbean,2024,0.127114519,Coal,Consumption,143.5513818
28242,Other South America,2024,0.000404544,Coal,Consumption,143.5513818
28243,Total S. & Cent. America,2024,1.12235385,Coal,Consumption,143.5513818
28244,Austria,2024,0.100673974,Coal,Consumption,143.5513818
28245,Belgium,2024,0.110177629,Coal,Consumption,143.5513818
28246,Bulgaria,2024,0.113901883,Coal,Consumption,143.5513818
28247,Croatia,2024,0.009529855,Coal,Consumption,143.5513818
28248,Cyprus,2024,0.0006487,Coal,Consumption,143.5513818
28249,Czech Republic,2024,0.359448463,Coal,Consumption,143.5513818
28250,Denmark,2024,0.019127183,Coal,Consumption,143.5513818
28251,Estonia,2024,0.096309245,Coal,Consumption,143.5513818
28252,Finland,2024,0.075280137,Coal,Consumption,143.5513818
28253,France,2024,0.177728876,Coal,Consumption,143.5513818
28254,Germany,2024,1.577646971,Coal,Consumption,143.5513818
28255,Greece,2024,0.037948955,Coal,Consumption,143.5513818
28256,Hungary,2024,0.031649545,Coal,Consumption,143.5513818
28257,Iceland,2024,0.004508109,Coal,Consumption,143.5513818
28258,Ireland,2024,0.017174175,Coal,Consumption,143.5513818
28259,Italy,2024,0.100576051,Coal,Consumption,143.5513818
28260,Latvia,2024,0.000503638,Coal,Consumption,143.5513818
28261,Lithuania,2024,0.004043286,Coal,Consumption,143.5513818
28262,Luxembourg,2024,0.000823338,Coal,Consumption,143.5513818
28263,Netherlands,2024,0.1734,Coal,Consumption,143.5513818
28264,North Macedonia,2024,0.026246011,Coal,Consumption,143.5513818
28265,Norway,2024,0.031722352,Coal,Consumption,143.5513818
28266,Poland,2024,1.328061223,Coal,Consumption,143.5513818
28267,Portugal,2024,0.000251208,Coal,Consumption,143.5513818
28268,Romania,2024,0.091226228,Coal,Consumption,143.5513818
28269,Slovakia,2024,0.079709128,Coal,Consumption,143.5513818
28270,Slovenia,2024,0.036306549,Coal,Consumption,143.5513818
28271,Spain,2024,0.098675705,Coal,Consumption,143.5513818
28272,Sweden,2024,0.067517161,Coal,Consumption,143.5513818
28273,Switzerland,2024,0.003068384,Coal,Consumption,143.5513818
28274,Turkey,2024,1.799137473,Coal,Consumption,143.5513818
28275,Ukraine,2024,0.385559976,Coal,Consumption,143.5513818
28276,United Kingdom,2024,0.169082135,Coal,Consumption,143.5513818
28277,Other Europe,2024,0.496973476,Coal,Consumption,143.5513818
28278,Total Europe,2024,7.62463702,Coal,Consumption,143.5513818
28279,Azerbaijan,2024,2.81E-06,Coal,Consumption,143.5513818
28280,Belarus,2024,0.040128339,Coal,Consumption,143.5513818
28281,Kazakhstan,2024,1.496166706,Coal,Consumption,143.5513818
28282,Russian Federation,2024,3.748963594,Coal,Consumption,143.5513818
28283,Turkmenistan,2024,0,Coal,Consumption,143.5513818
28284,Uzbekistan,2024,0.177439228,Coal,Consumption,143.5513818
28285,Other CIS,2024,0.091420695,Coal,Consumption,143.5513818
28286,Total CIS,2024,5.55412137,Coal,Consumption,143.5513818
28287,Iran,2024,0.066421248,Coal,Consumption,143.5513818
28288,Iraq,2024,0,Coal,Consumption,143.5513818
28289,Israel,2024,0.110725708,Coal,Consumption,143.5513818
28290,Kuwait,2024,0.003913712,Coal,Consumption,143.5513818
28291,Oman,2024,0.004939978,Coal,Consumption,143.5513818
28292,Qatar,2024,0.000547351,Coal,Consumption,143.5513818
28293,Saudi Arabia,2024,0.006194869,Coal,Consumption,143.5513818
28294,United Arab Emirates,2024,0.110025994,Coal,Consumption,143.5513818
28295,Other Middle East,2024,0.049696747,Coal,Consumption,143.5513818
28296,Total Middle East,2024,0.352465608,Coal,Consumption,143.5513818
28297,Algeria,2024,0.006253154,Coal,Consumption,143.5513818
28298,Egypt,2024,0.068827935,Coal,Consumption,143.5513818
28299,Morocco,2024,0.265275657,Coal,Consumption,143.5513818
28300,South Africa,2024,3.514437437,Coal,Consumption,143.5513818
28301,Eastern Africa,2024,0.294281608,Coal,Consumption,143.5513818
28302,Middle Africa,2024,0.02128662,Coal,Consumption,143.5513818
28303,Western Africa,2024,0.073711938,Coal,Consumption,143.5513818
28304,Other Northern Africa,2024,4.99E-05,Coal,Consumption,143.5513818
28305,Other Southern Africa,2024,0.057865161,Coal,Consumption,143.5513818
28306,Total Africa,2024,4.301989431,Coal,Consumption,143.5513818
28307,Australia,2024,1.522764087,Coal,Consumption,143.5513818
28308,Bangladesh,2024,0.321187437,Coal,Consumption,143.5513818
28309,China,2024,92.15750122,Coal,Consumption,143.5513818
28310,China Hong Kong SAR,2024,0.125430003,Coal,Consumption,143.5513818
28311,India,2024,22.9673748,Coal,Consumption,143.5513818
28312,Indonesia,2024,4.720844746,Coal,Consumption,143.5513818
28313,Japan,2024,4.530787468,Coal,Consumption,143.5513818
28314,Malaysia,2024,1.082416177,Coal,Consumption,143.5513818
28315,New Zealand,2024,0.053088889,Coal,Consumption,143.5513818
28316,Pakistan,2024,0.413061887,Coal,Consumption,143.5513818
28317,Philippines,2024,0.976674974,Coal,Consumption,143.5513818
28318,Singapore,2024,0.012622313,Coal,Consumption,143.5513818
28319,South Korea,2024,2.852681398,Coal,Consumption,143.5513818
28320,Sri Lanka,2024,0.069969252,Coal,Consumption,143.5513818
28321,Taiwan,2024,1.427401543,Coal,Consumption,143.5513818
28322,Thailand,2024,0.614287734,Coal,Consumption,143.5513818
28323,Vietnam,2024,2.496366262,Coal,Consumption,143.5513818
28324,Other Asia Pacific,2024,1.28318485,Coal,Consumption,143.5513818
28325,Total Asia Pacific,2024,137.627645,Coal,Consumption,143.5513818
28326,Total World,2024,165.0619432,Coal,Consumption,143.5513818
28327,of which: OECD,2024,24.40165921,Coal,Consumption,143.5513818
28328,                 Non-OECD,2024,140.660284,Coal,Consumption,143.5513818
28329,                 European Union #,2024,4.708339104,Coal,Consumption,143.5513818
28330,Canada,1980,39.5275231,Oil,Reserves,
28331,Mexico,1980,47.224,Oil,Reserves,
28332,US,1980,36.533,Oil,Reserves,
28333,Total North America,1980,123.2845231,Oil,Reserves,
28334,Argentina,1980,2.457,Oil,Reserves,
28335,Brazil,1980,1.317966943,Oil,Reserves,
28336,Colombia,1980,0.55,Oil,Reserves,
28337,Ecuador,1980,0.569103995,Oil,Reserves,
28338,Peru,1980,0.628445,Oil,Reserves,
28339,Trinidad & Tobago,1980,0.571,Oil,Reserves,
28340,Venezuela,1980,19.53,Oil,Reserves,
28341,Other S. & Cent. America,1980,0.713696,Oil,Reserves,
28342,Total S. & Cent. America,1980,26.33721194,Oil,Reserves,
28343,Denmark,1980,0.45,Oil,Reserves,
28344,Italy,1980,0.37845,Oil,Reserves,
28345,Norway,1980,3.952061556,Oil,Reserves,
28346,Romania,1980,1.090193,Oil,Reserves,
28347,United Kingdom,1980,8.4375,Oil,Reserves,
28348,Other Europe,1980,2.270269591,Oil,Reserves,
28349,Total Europe,1980,16.57847415,Oil,Reserves,
28350,Total CIS,1980,67,Oil,Reserves,
28351,Iran,1980,58.296,Oil,Reserves,
28352,Iraq,1980,30,Oil,Reserves,
28353,Kuwait,1980,67.93,Oil,Reserves,
28354,Oman,1980,2.484,Oil,Reserves,
28355,Qatar,1980,3.585,Oil,Reserves,
28356,Saudi Arabia,1980,168.03,Oil,Reserves,
28357,Syria,1980,1.452028,Oil,Reserves,
28358,United Arab Emirates,1980,30.41,Oil,Reserves,
28359,Yemen,1980,0,Oil,Reserves,
28360,Other Middle East,1980,0.224059,Oil,Reserves,
28361,Total Middle East,1980,362.411087,Oil,Reserves,
28362,Algeria,1980,8.2,Oil,Reserves,
28363,Angola,1980,1.375,Oil,Reserves,
28364,Chad,1980,0,Oil,Reserves,
28365,Republic of Congo,1980,0.70544,Oil,Reserves,
28366,Egypt,1980,2.91645,Oil,Reserves,
28367,Gabon,1980,0.470925,Oil,Reserves,
28368,Libya,1980,20.33,Oil,Reserves,
28369,Nigeria,1980,16.7,Oil,Reserves,
28370,Sudan,1980,0,Oil,Reserves,
28371,Tunisia,1980,2.180593,Oil,Reserves,
28372,Other Africa,1980,0.55811,Oil,Reserves,
28373,Total Africa,1980,53.436518,Oil,Reserves,
28374,Australia,1980,2.122811126,Oil,Reserves,
28375,Brunei,1980,1.294,Oil,Reserves,
28376,China,1980,13.3526212,Oil,Reserves,
28377,India,1980,2.7569589,Oil,Reserves,
28378,Indonesia,1980,11.603,Oil,Reserves,
28379,Malaysia,1980,1.450251,Oil,Reserves,
28380,Thailand,1980,0.000419,Oil,Reserves,
28381,Vietnam,1980,0,Oil,Reserves,
28382,Other Asia Pacific,1980,0.99311,Oil,Reserves,
28383,Total Asia Pacific,1980,33.57317123,Oil,Reserves,
28384,Total World,1980,682.6209854,Oil,Reserves,
28385,                 Non-OECD,1980,541.08105,Oil,Reserves,
28386,                 OPEC,1980,421.977365,Oil,Reserves,
28387,                 Non-OPEC ,1980,260.6436204,Oil,Reserves,
28388,                 European Union#,1980,3.342482591,Oil,Reserves,
28389,Canadian Oil Sands: Total,1980,32.26672912,Oil,Reserves,
28390,Venezuela: Orinoco Belt,1980,0,Oil,Reserves,
28391,Canada,1981,40.17533587,Oil,Reserves,
28392,Mexico,1981,52.9,Oil,Reserves,
28393,US,1981,36.494,Oil,Reserves,
28394,Total North America,1981,129.5693359,Oil,Reserves,
28395,Argentina,1981,2.171652,Oil,Reserves,
28396,Brazil,1981,1.475841193,Oil,Reserves,
28397,Colombia,1981,0.53,Oil,Reserves,
